IID	Population	Super_Population	sex	sim_age	PC1	PC2	PC3	PC4	PC5	sim_pheno_dict	sim_pheno_quant	score1	score2	score3
HG03593	BEB	SAS	1	29	-0.00936029	0.0035615	-0.0311009	0.020383	-0.00460192	0	-1.11484766515937	-0.18837097796	-0.793651516	-0.6585795224
HG03594	BEB	SAS	1	46	-0.00931921	0.00316084	-0.0313746	0.02064	-0.00627533	0	-0.305192044001966	-0.17210198638	-0.927213856	0.14036755052
HG03595	BEB	SAS	2	64	-0.00965403	0.00330467	-0.0306936	0.0201629	-0.00773338	0	0.11917073318962	-0.20178950962	-0.819872968	-2.1944930252
HG03598	BEB	SAS	2	60	-0.0095575	0.00372684	-0.0307651	0.0195557	-0.00570167	0	0.789061365917484	-0.06862221442	-0.52906974	-0.6608252906
HG03600	BEB	SAS	1	66	-0.00900673	0.00555869	-0.0364974	0.0255379	0.00171745	0	-0.505234723906505	-0.29861344084	-0.832206252	-1.5322345378
HG03603	BEB	SAS	1	27	-0.00945199	0.00306881	-0.0313119	0.0203224	-0.00454201	0	-1.21858003697606	-0.1307358226	-0.807258248	-0.7091508952
HG03604	BEB	SAS	2	36	-0.00945608	0.00385102	-0.0312253	0.020149	-0.00413185	0	0.00605870373108411	-0.19412153686	-0.839755124	-2.6468649598
HG03607	BEB	SAS	2	76	-0.00951593	0.00334737	-0.0304791	0.0200563	-0.00760294	0	-0.292265614376361	-0.12389236304	-0.714444248	-1.4089924094
HG03611	BEB	SAS	2	56	-0.00971452	0.00338707	-0.0308802	0.0195169	-0.00649279	0	-0.682955215107909	-0.23075516314	-0.964155824	-0.13599438082
HG03615	BEB	SAS	1	52	-0.00947813	0.00374117	-0.0309115	0.0198975	-0.00679231	0	0.675180394284623	-0.0928502824	-0.696841524	-1.0268983036
HG03616	BEB	SAS	2	50	-0.00913383	0.00416234	-0.0312381	0.0207968	-0.00842812	0	0.182918541758795	-0.09783438056	-0.818391936	-1.28187937
HG03619	PJL	SAS	2	23	-0.00980542	0.0143559	-0.023628	0.0136708	-0.0129197	0	0.333313230436942	-0.12306364314	-0.78943796	-1.1066902558
HG03624	PJL	SAS	1	31	-0.00976327	0.0146395	-0.0265871	0.0161796	-0.0111036	0	-1.417484020814	-0.10452892294	-0.823415868	-2.794445841
HG03625	PJL	SAS	2	67	-0.00963713	0.0148717	-0.0257961	0.0152736	-0.0111463	0	0.597348404508718	-0.08532533744	-0.510810332	-0.8904566886
HG03629	PJL	SAS	1	20	-0.00922616	0.0124844	-0.0264866	0.0162232	-0.0103059	0	-0.412757011897487	0.0026851534368	-0.701208772	-1.814689475
HG03631	PJL	SAS	2	55	-0.00946303	0.0118275	-0.0280401	0.0167841	-0.00926468	0	-0.281405499369476	-0.09256927484	-0.841695236	-2.9869612808
HG03634	PJL	SAS	2	49	-0.00970247	0.0132879	-0.0254814	0.014657	-0.00957862	0	1.14458066334145	-0.24260543704	-0.828541596	-1.0987180986
HG03636	PJL	SAS	1	73	-0.00947288	0.0109237	-0.0271645	0.017242	-0.00738185	0	-0.357520871872916	-0.031986232388	-0.75472752	-1.1612860964
HG03640	PJL	SAS	2	55	-0.00906189	0.0075755	-0.0344309	0.0240074	-0.00475097	0	0.752001270079919	-0.16713976306	-0.850836916	-1.438411333
HG03642	STU	SAS	2	70	-0.00849823	0.00619505	-0.0363021	0.0252837	-0.00236859	0	-0.876842115735996	-0.15471485394	-0.744645724	-1.1896301224
HG03643	STU	SAS	2	44	-0.00867696	0.00731423	-0.0355188	0.0242437	-0.00270285	0	0.727585864886149	-0.040662298736	-0.557265236	-0.62008987066
HG03644	STU	SAS	1	60	-0.00843125	0.00758398	-0.0355389	0.0243904	-0.00319246	0	-0.412868662501156	-0.020339310366	-0.612949644	-2.0636370388
HG03645	STU	SAS	2	46	-0.0085552	0.00629152	-0.0353783	0.0240045	-0.00141343	0	-0.334865407234834	-0.10402075358	-0.771707492	-0.8573332072
HG03646	STU	SAS	1	52	-0.00867579	0.00677788	-0.0347422	0.0232934	-0.00127539	0	0.571568940579446	-0.0968424407	-0.646322764	-0.37428254342
HG03649	PJL	SAS	1	71	-0.00909584	0.0102826	-0.0292251	0.0187385	-0.00810058	0	-0.855088799719819	-0.17500460938	-0.827505672	-1.992911336
HG03652	PJL	SAS	1	25	-0.00907925	0.00944269	-0.0311958	0.0210522	-0.00543933	0	-0.461241506331126	-0.024627956882	-0.622576352	-1.0905603936
HG03653	PJL	SAS	2	79	-0.00917058	0.0100774	-0.0306384	0.0206456	-0.00542883	0	0.935334951906725	-0.15647746124	-0.780539792	-0.54454312416
HG03660	PJL	SAS	1	75	-0.00913819	0.00818801	-0.0335679	0.0222923	-0.00570514	0	-0.497140740371367	-0.21273534302	-0.861389768	-0.994984082
HG03663	PJL	SAS	1	80	-0.00914042	0.00760191	-0.0349424	0.023348	-0.00546624	0	-0.620836826713496	-0.12604703478	-0.7386697	-1.1214317086
HG03667	PJL	SAS	1	34	-0.00909031	0.00663942	-0.0345809	0.0228796	-0.00227702	0	0.342186416152482	-0.068536229472	-0.700404384	-1.328042383
HG03668	PJL	SAS	2	35	-0.0093587	0.00944292	-0.0296869	0.0189872	-0.00519688	0	-0.536149534589739	-0.14732788874	-0.822699304	-1.6086738332
HG03672	STU	SAS	1	65	-0.00885293	0.00814353	-0.0360585	0.0243282	-0.000101797	0	-1.18982621759938	-0.14151507068	-0.7532904	-1.0751279352
HG03673	STU	SAS	2	57	-0.00859433	0.00763503	-0.0353916	0.0242383	-0.00375166	0	0.572562795146291	-0.29099174178	-0.898722952	-3.0149662022
HG03679	STU	SAS	1	31	-0.00878092	0.0079523	-0.0365274	0.0248492	-0.00230261	0	-0.622855257773518	-0.11997171864	-0.842525572	-1.2297212436
HG03680	STU	SAS	1	72	-0.00869492	0.00773036	-0.0359304	0.0243388	-0.0029447	0	-0.237934697947316	-0.26454337754	-0.784461932	-2.0132192228
HG03681	STU	SAS	1	26	-0.00873218	0.00775028	-0.035627	0.0243871	-0.00241939	0	0.43907061642511	-0.068623224028	-0.589829976	-0.8948138628
HG03684	STU	SAS	2	21	-0.00831245	0.00535638	-0.0382995	0.027872	-0.00203712	0	0.880931713089046	-0.09487622912	-0.7291388	-0.8178883042
HG03685	STU	SAS	1	57	-0.00856916	0.00718455	-0.0364786	0.0247651	-0.00269522	0	0.254377149784876	-0.082075409288	-0.564163412	-1.1096974098
HG03686	STU	SAS	1	77	-0.00866297	0.00563979	-0.0369932	0.0256297	0.000320592	0	-1.82714366171709	-0.20011608436	-0.991800424	-2.095634437
HG03687	STU	SAS	1	23	-0.0086189	0.00732152	-0.0361482	0.0246258	-0.00125215	0	0.199186733125172	0.03065969161	-0.540941948	-1.094444101
HG03689	STU	SAS	2	60	-0.0090258	0.00737025	-0.0374354	0.0252017	0.000166916	0	0.495272822252942	-0.17331688134	-0.679053172	0.1167735482
HG03690	STU	SAS	2	53	-0.00855202	0.00691627	-0.0356629	0.0245832	-0.000614392	0	-0.119370070260719	-0.0891567998	-0.758773412	-0.09562493792
HG03691	STU	SAS	1	47	-0.00864467	0.00605161	-0.035598	0.0235888	0.000621473	0	-0.479030315262762	-0.078719808832	-0.61094566	0.10347297004
HG03692	STU	SAS	2	71	-0.00854322	0.0068587	-0.0362056	0.0251676	-0.00234863	0	-0.147633908226501	-0.053893800514	-0.789555724	-1.8087519454
HG03693	STU	SAS	1	23	-0.00865562	0.00699733	-0.036661	0.0246864	-0.00199432	1	1.75212592317771	-0.16001529594	-0.600594404	0.4688856888
HG03694	STU	SAS	1	36	-0.00933411	0.00717195	-0.0284365	0.0166542	-0.00820349	0	-0.198228669039558	-0.22382841092	-0.818946824	-1.936127311
HG03695	STU	SAS	1	58	-0.00884998	0.00701748	-0.0361848	0.0246911	-0.000331127	0	-0.349350451155164	-0.050146051484	-0.650189016	-0.29118016254
HG03696	STU	SAS	1	27	-0.00884969	0.00728896	-0.035586	0.0239783	-0.00147506	0	-0.601528960924001	-0.18587135682	-0.960900348	-0.763529197
HG03697	STU	SAS	1	46	-0.00890091	0.00741057	-0.0361493	0.0245956	-0.00199626	0	-1.34753402870339	-0.19165220396	-0.801316156	-1.2786034916
HG03698	STU	SAS	2	35	-0.00867866	0.00722441	-0.0345061	0.023541	-0.00237194	0	0.146399021622615	-0.12350282262	-0.691508212	-1.5628947122
HG03702	PJL	SAS	1	22	-0.0092903	0.0088964	-0.0325498	0.0213667	-0.00448931	0	-0.254634773244894	-0.11632703376	-0.634230996	-2.2105717018
HG03703	PJL	SAS	2	32	-0.00954479	0.00911152	-0.0311725	0.0205117	-0.00423935	0	-0.227563314941832	-0.18667904322	-0.835589472	-0.54461862292
HG03705	PJL	SAS	1	51	-0.00899194	0.0076054	-0.0327956	0.0225973	-0.00542945	0	-0.655298814922647	-0.15860857546	-0.78319048	-1.6117193764
HG03706	PJL	SAS	2	55	-0.00884266	0.00825118	-0.0335152	0.0228066	-0.00420786	0	0.818848219138535	-0.027597129876	-0.61618516	-0.31350668144
HG03708	PJL	SAS	1	29	-0.00966181	0.0101267	-0.029012	0.0181398	-0.00631014	0	-0.0961203901924433	-0.11836139388	-0.753216548	-2.0373532332
HG03709	PJL	SAS	2	47	-0.00943558	0.00841289	-0.0315914	0.0202854	-0.00477999	0	0.0240462793227152	-0.2157952966	-0.864236064	-2.3069413902
HG03711	STU	SAS	1	31	-0.00866445	0.00810513	-0.0360468	0.0244475	-0.000225636	0	-1.03484171976729	-0.051080527822	-0.751687612	-1.2762297594
HG03713	ITU	SAS	1	74	-0.00891591	0.0104923	-0.031219	0.020409	-0.00769979	0	0.174073239343999	-0.047097203592	-0.616680168	-1.5613463478
HG03714	ITU	SAS	2	80	-0.0089225	0.0105935	-0.0305728	0.0197255	-0.00607257	0	-0.734645587537289	0.0042653582248	-0.734659736	0.818169825
HG03716	ITU	SAS	1	66	-0.0091734	0.0109891	-0.031286	0.0208469	-0.0059548	0	-1.02610391706053	-0.07694769439	-0.823391916	-1.4699800518
HG03717	ITU	SAS	2	22	-0.00892556	0.00713409	-0.0399516	0.0280086	0.00324115	0	0.798392119387293	-0.21578183516	-0.700091012	-1.3520164384
HG03718	ITU	SAS	1	61	-0.00865011	0.0068048	-0.0386914	0.0273323	0.00263241	0	0.924561792728711	-0.020885760696	-0.703861456	-0.685599121
HG03720	ITU	SAS	1	73	-0.00869173	0.0063578	-0.0350009	0.0238247	-0.000487354	0	-1.51806916157097	-0.10634790002	-0.715280572	-2.3750630256
HG03722	ITU	SAS	2	57	-0.00870556	0.0069211	-0.0378389	0.026509	-0.000913524	0	-0.258037125136974	-0.2278895591	-0.798088624	-1.2079673636
HG03727	ITU	SAS	1	46	-0.0087844	0.00900666	-0.0353129	0.0241195	-0.00407236	0	-0.762787009139754	-0.0009142673512	-0.703438304	-0.7306488472
HG03729	ITU	SAS	1	39	-0.00883273	0.00841621	-0.0364258	0.0247903	-0.00255981	0	0.587997591972538	-0.028072486976	-0.635749952	-0.27216279268
HG03730	ITU	SAS	2	70	-0.00812598	0.004801	-0.0379264	0.0267327	0.000932853	0	1.31203896553912	-0.15954414554	-0.565339056	-1.6803848588
HG03731	ITU	SAS	2	75	-0.00886803	0.00911315	-0.0357727	0.024549	-0.00357622	0	0.24491909926016	-0.19083189746	-0.84304054	-0.51299104068
HG03733	STU	SAS	2	33	-0.00893685	0.00736526	-0.0377044	0.0256374	-0.000253301	0	0.650576545642043	-0.18097475802	-0.8501962	-1.7470796956
HG03736	STU	SAS	2	33	-0.00883671	0.00704381	-0.0354521	0.0239578	-0.000608591	0	-0.58631249277102	-0.15820220824	-0.781408052	-1.1989011142
HG03738	STU	SAS	1	78	-0.00886941	0.00790687	-0.0363155	0.0248579	-0.000924176	0	0.427161497399217	-0.079703167024	-0.82097476	-1.4755976714
HG03740	STU	SAS	1	39	-0.00845521	0.00691743	-0.0375861	0.0264643	-0.000311115	0	-0.924199349696555	-0.23407172542	-0.8515435	-0.9002139436
HG03741	STU	SAS	2	31	-0.00857839	0.00649151	-0.0366172	0.0247127	-0.00372581	0	0.0505277664204275	-0.062230806842	-0.643153116	-0.19169838966
HG03742	ITU	SAS	1	67	-0.00886354	0.00658072	-0.0358401	0.0243871	-0.00173729	0	-0.275276524908337	-0.05938430122	-0.616839848	-0.51732838046
HG03743	STU	SAS	1	47	-0.00818823	0.00434108	-0.0387942	0.0272955	0.000251567	0	-0.541296198825943	-0.21968817678	-0.71889932	-0.7830053178
HG03744	STU	SAS	1	72	-0.0087437	0.0063062	-0.0356613	0.0246569	-0.00107177	0	-1.31339745872741	-0.1776405276	-0.6867238	-1.6782862492
HG03745	STU	SAS	1	76	-0.00865727	0.00708419	-0.0354879	0.0243586	-0.00136835	0	-1.56039751223628	-0.2158079167	-0.825417856	-1.1234791326
HG03746	STU	SAS	1	71	-0.00921379	0.0107324	-0.0301646	0.0198623	-0.00660781	0	-1.78183515497852	-0.14108178058	-0.751895196	-1.5214215798
HG03750	STU	SAS	1	60	-0.00859256	0.00741386	-0.0361351	0.0243744	-0.00240889	0	-1.1142950592204	-0.21258642584	-0.7162646	-1.4392686918
HG03752	STU	SAS	2	66	-0.00876949	0.00771935	-0.0356878	0.0240774	-9.45066e-05	0	0.401453589813811	-0.1364695547	-0.779052772	-1.9781442904
HG03753	STU	SAS	1	27	-0.00860015	0.00705446	-0.0354494	0.0244187	-0.000797784	0	0.419240815815025	-0.18946808532	-0.770955	-0.37980163074
HG03754	STU	SAS	2	63	-0.00851615	0.00794388	-0.0368923	0.0256999	-0.00439549	0	0.562543953115402	-0.2623129852	-0.690957316	-1.1994449612
HG03755	STU	SAS	1	64	-0.00867728	0.00718657	-0.036466	0.0247655	-0.00189228	0	0.745373047314593	-0.0987144222	-0.766036856	-0.8277735232
HG03756	STU	SAS	2	46	-0.00851918	0.00774749	-0.0363766	0.0246825	-0.00241019	0	0.0199121698668343	-0.143069867	-0.729310456	-1.433452728
HG03757	STU	SAS	2	55	-0.00831301	0.0050258	-0.0378963	0.0273572	-0.00204457	0	-0.277678946262198	-0.16672161708	-0.746921164	-0.16536979666
HG03760	STU	SAS	2	60	-0.00874901	0.00692329	-0.0356243	0.0236259	-0.00106983	0	-0.18330386062433	-0.1725125603	-0.776390108	-0.49692707994
HG03762	PJL	SAS	2	45	-0.00851154	0.00734473	-0.0326834	0.0221221	-0.00346904	0	0.809246658365633	-0.10022967554	-0.85700256	-0.8585360688
HG03765	PJL	SAS	2	49	-0.00941697	0.0112634	-0.0274755	0.0174589	-0.00868908	0	0.452345425512805	-0.049354855348	-0.69648424	-0.18093533762
HG03767	PJL	SAS	1	22	-0.00971876	0.0146277	-0.0236148	0.0134111	-0.011526	0	0.723389551043	-0.10297076126	-0.778801276	-0.9740363752
HG03770	ITU	SAS	2	30	-0.00844264	0.00478268	-0.0357287	0.0236805	-0.00392523	1	1.70988500646303	-0.14890287722	-0.747256492	0.0832917676
HG03771	ITU	SAS	1	26	-0.00872012	0.00617849	-0.0367636	0.0252536	-0.00223337	0	0.427997308739735	-0.2059137583	-0.631448572	-1.4492754766
HG03772	ITU	SAS	2	25	-0.00878232	0.00704696	-0.0411468	0.0288373	0.00366301	0	0.45674923291998	-0.1260958325	-0.548347108	-1.281271541
HG03773	ITU	SAS	1	42	-0.00881462	0.00734088	-0.0411174	0.0290672	0.00240213	0	-0.635752148569593	-0.28606064804	-0.867439644	-2.2443797906
HG03774	ITU	SAS	2	60	-0.00866622	0.00816012	-0.0349944	0.0239926	-0.00253998	0	0.333014860857571	-0.0900444135	-0.685843564	-1.366943439
HG03775	ITU	SAS	1	33	-0.00861243	0.00811807	-0.0362258	0.0243532	-0.0028304	0	-0.386384541075906	-0.08336038787	-0.739675684	0.7626526436
HG03777	ITU	SAS	1	39	-0.0088161	0.00848326	-0.0352197	0.0241127	-0.00169026	0	-0.538769057669784	-0.19473571506	-0.744096824	-0.8651262148
HG03778	ITU	SAS	1	72	-0.00894165	0.0066955	-0.03504	0.0235728	0.000273088	0	-0.524798143609311	-0.10924631632	-0.738268504	-0.738160334
HG03779	ITU	SAS	1	44	-0.00877314	0.00784345	-0.0355427	0.0241709	-0.0015761	0	0.544494585094776	-0.13607328356	-0.765182568	-1.4760775364
HG03780	ITU	SAS	2	38	-0.0088141	0.00852849	-0.0350813	0.0230664	-0.0014281	0	-1.76842011354015	-0.17110836384	-0.904343688	-1.4863210546
HG03781	ITU	SAS	2	25	-0.0089627	0.00773952	-0.0354095	0.0242137	-0.00230518	0	0.973037595943775	-0.22048408442	-0.78197292	-1.1998416496
HG03782	ITU	SAS	2	29	-0.00861392	0.00853373	-0.0351626	0.0235606	-0.00125247	0	0.497697107914818	-0.23494671902	-0.800537716	-1.3162313058
HG03784	ITU	SAS	2	34	-0.00893867	0.00740578	-0.0409598	0.0288177	0.00334104	0	-0.616878928199687	-0.079586893836	-0.668705908	0.27106102264
HG03785	ITU	SAS	1	34	-0.0087625	0.00672205	-0.0400902	0.0281389	0.00430555	0	-0.135268479239041	-0.22558765286	-0.790547736	-0.56354833744
HG03786	ITU	SAS	1	44	-0.00866964	0.00733864	-0.0415913	0.0291824	0.00339165	0	0.143055144836732	-0.10213531064	-0.616516496	0.12837284498
HG03787	ITU	SAS	2	62	-0.0085352	0.00619517	-0.0363917	0.025566	-0.00162077	1	1.47779749736243	-0.12943426962	-0.739122792	-1.0166291926
HG03788	ITU	SAS	1	40	-0.00875628	0.00867973	-0.034033	0.0234905	-0.00478034	0	-0.128553357399825	-0.13092764812	-0.80666344	-0.29604663346
HG03789	ITU	SAS	2	28	-0.00910272	0.00981304	-0.031786	0.0209276	-0.00556183	1	2.44869363687797	-0.01148344966	-0.740831368	-0.648713498
HG03790	ITU	SAS	1	25	-0.00882474	0.0088397	-0.0358333	0.0238936	-0.000848601	0	-0.841900268871174	-0.17626830206	-0.8746472	-2.438961849
HG03792	ITU	SAS	1	47	-0.00881929	0.00866168	-0.0349623	0.0234885	-0.00137348	0	-0.914903455354597	-0.15400139762	-0.81003668	-1.9252695656
HG03793	BEB	SAS	2	34	-0.00931018	0.00488797	-0.0331891	0.0225774	-0.00451887	0	-0.0805628958931429	-0.21980175768	-0.780162548	-1.7175392062
HG03796	BEB	SAS	2	55	-0.00967079	0.00140765	-0.0304774	0.0195935	-0.0108754	0	-0.31075480041354	-0.40806756814	-0.871978548	-1.0647308602
HG03800	BEB	SAS	1	46	-0.00927641	0.000851006	-0.0316643	0.0207079	-0.00685917	0	-1.00630561546929	-0.27421121548	-0.890760908	-0.767496081
HG03802	BEB	SAS	2	59	-0.00929949	0.0040989	-0.0319139	0.0207047	-0.00655743	0	-0.402851193033917	-0.14445471264	-0.736120808	-1.8367440704
HG03803	BEB	SAS	1	21	-0.00944059	0.0043315	-0.0320503	0.0209294	-0.0071259	0	-0.0492664902722466	-0.20534332978	-0.768202516	-2.1264289736
HG03805	BEB	SAS	2	67	-0.00911898	0.00351988	-0.0296551	0.0190529	-0.00500802	0	-0.745064666475175	-0.061158434878	-0.692069088	-0.6426735972
HG03808	BEB	SAS	2	42	-0.00980462	0.00266573	-0.0305446	0.0196851	-0.00611952	0	-0.600038056376634	-0.10257112476	-0.873064372	-1.0915201236
HG03809	BEB	SAS	1	24	-0.00959144	0.00380494	-0.0311119	0.0206146	-0.0056889	0	-0.99456566434287	-0.30107688436	-0.866774976	-2.1592069522
HG03812	BEB	SAS	1	20	-0.00952523	0.0032286	-0.0297919	0.0178831	-0.00643201	1	2.28976870759737	-0.037868965802	-0.551732324	-1.3383690778
HG03814	BEB	SAS	2	51	-0.00977254	0.00248995	-0.0314781	0.0206206	-0.00609217	0	-0.730253441053936	-0.111351349	-0.784174508	-1.2548853642
HG03815	BEB	SAS	1	54	-0.00945172	0.00321918	-0.0303598	0.0198571	-0.00760766	0	-1.31740267949954	-0.21106948982	-0.743673672	-0.31519900534
HG03817	BEB	SAS	2	25	-0.00947105	0.00369577	-0.0310825	0.0197901	-0.00470369	0	0.132830821602951	-0.14594977382	-0.767495932	-0.6544782762
HG03821	BEB	SAS	1	51	-0.0093392	0.00409661	-0.0304181	0.0205722	-0.0045868	0	1.0714943778855	-0.03933937572	-0.650861668	-1.5780456498
HG03823	BEB	SAS	2	40	-0.00957941	0.00446003	-0.0319034	0.0211701	-0.0040648	0	1.0371108927884	-0.11376851882	-0.848004592	-1.3680055402
HG03824	BEB	SAS	1	69	-0.00939462	0.00275399	-0.0305099	0.0200868	-0.00795304	0	-1.27262730648181	-0.09100017574	-0.67532664	-2.8255986768
HG03826	BEB	SAS	2	71	-0.00940639	0.00425031	-0.0313459	0.0201475	-0.00586128	0	0.0540406800942085	0.038588732172	-0.650382628	-2.3204223976
HG03829	BEB	SAS	2	35	-0.00968871	0.00292442	-0.0314943	0.0207188	-0.0070385	0	-0.557173607860688	-0.1762228697	-0.830282108	0.17953733092
HG03830	BEB	SAS	1	48	-0.00945351	0.00230056	-0.0302519	0.0193455	-0.00705757	0	-2.02921860863246	-0.20772600466	-0.898936524	-0.60515263294
HG03832	BEB	SAS	2	71	-0.00919495	0.00376156	-0.0316502	0.0204399	-0.0043966	0	0.457572012427441	-0.28651076494	-0.828625428	-1.8770911196
HG03833	BEB	SAS	1	63	-0.00948863	0.00320126	-0.029597	0.019683	-0.00596163	0	1.03455451084252	-0.052267322026	-0.696356496	-0.8091739558
HG03836	STU	SAS	2	41	-0.00868639	0.00761363	-0.0359049	0.0242383	-0.00229868	1	1.36643366176855	-0.047497344896	-0.648222956	-1.9112639058
HG03837	STU	SAS	1	76	-0.00878588	0.0075377	-0.0356799	0.0244092	-0.000400752	0	-1.13290836180855	-0.17673019772	-0.7901166	-1.0770985808
HG03838	STU	SAS	2	40	-0.0085454	0.00657145	-0.0355249	0.0243867	-0.00341481	0	0.481576947810629	-0.15181054826	-0.690398436	-0.63472191424
HG03844	STU	SAS	1	65	-0.00855514	0.00653915	-0.0354569	0.02367	-0.00401657	0	0.0527957871831821	-0.20143446414	-0.632390684	-0.9085252054
HG03846	STU	SAS	1	62	-0.00854879	0.00629081	-0.0356109	0.0238668	-0.000697022	0	0.0192539739081383	-0.20222953044	-0.962706728	-0.8400580672
HG03848	STU	SAS	1	62	-0.00868968	0.00715237	-0.0359328	0.0250314	0.000623832	0	-0.492881017779666	-0.10505980848	-0.667324676	-0.9725327982
HG03849	STU	SAS	2	32	-0.00859393	0.00718197	-0.0365253	0.0249403	-0.00186589	0	0.322820295880728	-0.22298286422	-0.961046056	-1.6450795912
HG03850	STU	SAS	1	45	-0.00885068	0.00721099	-0.0347468	0.0235016	-0.00157687	0	-0.795490906909325	-0.15725401806	-0.839755124	-0.808668498
HG03851	STU	SAS	1	51	-0.00864735	0.00753474	-0.035243	0.0236373	-0.00100405	0	0.170504840157692	-0.18046154062	-0.849305984	-0.08863874334
HG03854	STU	SAS	1	30	-0.0089919	0.00736662	-0.03566	0.0237749	-0.00178986	0	-0.327193275023928	-0.1802234414	-0.754244488	-2.6707750332
HG03856	STU	SAS	1	47	-0.00865797	0.00352384	-0.0378366	0.026948	0.00265663	0	-1.58103904982553	-0.22392432368	-0.729522032	-1.7476619318
HG03857	STU	SAS	2	58	-0.00887667	0.00646999	-0.0351355	0.0232817	-0.00257101	0	-0.177282188066207	-0.19683822372	-0.866974576	-2.343820615
HG03858	STU	SAS	2	43	-0.00836894	0.00570235	-0.0362586	0.0250739	-0.00282572	0	0.91421116349953	-0.20721110458	-0.722394316	-0.58925758468
HG03861	ITU	SAS	2	74	-0.00876559	0.0070627	-0.0405971	0.0295498	0.00377151	0	-1.15436600717967	-0.26229279304	-0.736260528	-1.010531708
HG03862	ITU	SAS	2	21	-0.00871766	0.00867179	-0.0357177	0.0249212	-0.00299037	0	-0.889025275032866	-0.22286844198	-0.938411416	-1.231205626
HG03863	ITU	SAS	2	43	-0.00869761	0.00854856	-0.0358396	0.0239447	-0.00151926	0	0.150308365165232	-0.18593698134	-0.740104824	-1.5504502132
HG03864	ITU	SAS	1	73	-0.00871133	0.008759	-0.0355419	0.0244153	-0.00362258	0	-0.59302100597132	-0.1600312814	-0.74108486	-2.237258594
HG03866	ITU	SAS	1	33	-0.00876321	0.00770967	-0.0356624	0.0250468	-0.00208527	0	-1.53751307914068	-0.21785153156	-0.807829104	-0.12580652696
HG03867	ITU	SAS	1	21	-0.00849725	0.00503063	-0.0366892	0.0253927	0.000146839	0	-0.485072459031076	-0.2589476252	-0.901176036	-1.4295242332
HG03868	ITU	SAS	2	28	-0.00897052	0.00918048	-0.0353226	0.0236302	-0.00346542	0	-0.256314427397318	-0.1951656398	-0.837968704	-0.9397804124
HG03869	ITU	SAS	1	26	-0.00860596	0.0084687	-0.0346932	0.0231483	-0.00243263	1	1.5597400633651	-0.08602364964	-0.75840016	-1.9720340094
HG03870	ITU	SAS	1	39	-0.00867994	0.008275	-0.0350312	0.0241481	-0.000271703	0	0.970443187223852	0.01826044336	-0.516003924	0.3478829304
HG03871	ITU	SAS	1	43	-0.00871259	0.00844546	-0.0360706	0.0237808	-0.00201072	0	0.00347348356732269	-0.27850793886	-0.933581096	-1.3750755512
HG03872	ITU	SAS	1	41	-0.00871612	0.00830178	-0.0357475	0.0240835	-0.000382889	0	-1.21573186655062	-0.15878862222	-0.667131064	-0.32316220506
HG03873	ITU	SAS	2	40	-0.00869154	0.0074793	-0.0370218	0.0257008	-0.000764507	1	2.00488942086715	-0.18820102728	-0.799465864	-1.2135913814
HG03874	ITU	SAS	2	47	-0.00859875	0.00735163	-0.0343886	0.0229544	-0.00390111	0	0.876981476207478	-0.11228860176	-0.745024964	-1.4764742248
HG03875	ITU	SAS	1	46	-0.00933353	0.0104253	-0.0303299	0.0187762	-0.00586295	0	0.322375223602042	-0.24436552032	-0.781889088	-1.0579871574
HG03882	ITU	SAS	2	58	-0.00859734	0.00908807	-0.0353813	0.02409	-0.00413981	0	1.12409735256441	-0.11166432748	-0.598065472	-0.863277135
HG03884	STU	SAS	2	78	-0.00867524	0.0079504	-0.0364188	0.0249111	-0.00171527	0	0.717645596807152	-0.14824158398	-0.780829212	-3.6851200684
HG03885	STU	SAS	1	77	-0.00857654	0.00711308	-0.0353587	0.0240353	-0.0027299	0	-1.37745567764688	-0.20557890498	-0.865451628	-2.5624215162
HG03886	STU	SAS	2	24	-0.0084575	0.0071591	-0.0358195	0.0243856	-0.00324876	0	0.365232878625841	-0.08660838094	-0.740811408	-0.7429781786
HG03887	STU	SAS	1	47	-0.0088119	0.00758709	-0.0359892	0.0248753	-0.0016132	0	-1.12017472693345	-0.21644901778	-0.774709476	-1.1148991464
HG03888	STU	SAS	2	33	-0.00923796	0.0107626	-0.0309636	0.0202343	-0.00676218	0	0.55260530641251	-0.20238517834	-0.95861892	-1.8208253488
HG03890	STU	SAS	1	72	-0.0088458	0.00718972	-0.0357028	0.0242031	-8.66972e-05	0	-0.134966635187559	-0.13514192018	-0.7826316	-0.43236924194
HG03894	STU	SAS	2	61	-0.00839296	0.00674824	-0.0351863	0.0242946	-0.000127148	0	0.636890880821474	-0.1181451695	-0.69075572	0.11814980102
HG03895	STU	SAS	2	60	-0.00857875	0.0075703	-0.0349061	0.0238903	-0.00115344	0	0.376820017024493	-0.11184437424	-0.901659068	-0.56116948668
HG03896	STU	SAS	1	47	-0.0085618	0.0071193	-0.0372549	0.0256374	-0.00115436	0	0.0967974957854383	-0.11940886218	-0.784461932	-1.2406557674
HG03897	STU	SAS	2	60	-0.00881567	0.00810152	-0.0348378	0.0231899	-0.000975708	0	1.05705433974459	-0.20495547204	-0.732533996	-2.5671113968
HG03898	STU	SAS	2	45	-0.00845669	0.00727219	-0.0363924	0.0252864	-0.00210378	0	0.589266358553907	-0.24830299152	-0.863533472	-1.6412726622
